Name_encoded,Location_encoded,Miles_Driven,Fuel_Type_int,Transmision_int,Owner_Type_int,Mileage_mpg,Engine_CC,Power,Seats,Price_USD
1263,3,14633.28705,0.0,0,,44.69077077,2143.0,167.0,5.0,40332.42
386,1,27961.695,1.0,1,,44.69077077,1198.0,86.0,5.0,4373.54
667,4,37282.26,1.0,1,,47.0429166,1197.0,78.0,5.0,3295.13
1228,1,27597.571594,0.0,0,,39.98647911,2143.0,170.0,5.0,50924.78
546,8,621.371,1.0,1,,42.33862494,1197.0,81.0,5.0,7788.5
27,9,38835.6875,0.0,0,,39.98647911,1968.0,174.0,5.0,22766.37
1784,9,13048.791,1.0,0,,32.93004162,1598.0,103.0,5.0,5332.12
1295,6,5297.187775,0.0,0,,37.63433328,1998.0,112.0,5.0,27559.29
719,1,18019.759000000002,0.0,1,,51.74720826,1396.0,88.0,5.0,10005.22
27,9,24854.84,0.0,0,,39.98647911,1968.0,174.0,5.0,27499.38
166,6,54680.648,0.0,1,,58.80364575,936.0,57.0,5.0,1797.34
1483,7,33266.339227,1.0,0,,30.57789579,1798.0,157.0,5.0,8255.8
280,2,134216.136,0.0,1,,39.98647911,1399.0,68.0,5.0,1737.43
108,5,31689.921000000002,0.0,0,,51.74720826,1995.0,190.0,5.0,40140.7
184,6,73632.4635,1.0,1,,28.22574996,1598.0,102.0,5.0,1497.79
1752,5,39146.373,0.0,1,,51.74720826,1199.0,73.0,5.0,5032.57
1398,9,15534.275,0.0,1,,44.69077077,1461.0,108.0,8.0,8088.05
1214,1,23228.090722,0.0,0,,30.57789579,2143.0,201.0,5.0,38343.36
936,7,15393.223783,1.0,1,,49.39506243,1197.0,83.0,5.0,8986.72
603,4,38525.002,0.0,1,,51.74720826,1582.0,126.0,5.0,5511.86
664,7,32522.55814,1.0,1,,44.69077077,1086.0,68.0,5.0,4840.85
829,7,35255.969169,0.0,1,,35.28218745,1997.0,120.0,7.0,12353.75
779,3,22425.900761,0.0,0,,28.22574996,2179.0,187.0,5.0,66813.3
322,2,74564.52,0.0,1,,47.0429166,1399.0,68.0,5.0,3115.4
1018,9,20505.243,0.0,1,,58.80364575,1248.0,88.0,7.0,10184.96
408,0,37285.988226,1.0,1,,0.0,,,,3534.78
359,8,32311.292,0.0,1,,58.80364575,1498.0,98.0,5.0,4193.8
663,6,27073.755841000002,1.0,1,,47.0429166,1197.0,78.0,5.0,4253.72
359,8,31068.55,0.0,1,,58.80364575,1498.0,98.0,5.0,3894.25
1418,5,70214.923,0.0,1,,39.98647911,1896.0,106.0,5.0,5392.04
1376,4,55923.39,0.0,1,,44.69077077,1461.0,83.0,5.0,6410.53
820,2,18019.759000000002,0.0,1,,39.98647911,1493.0,100.0,7.0,7788.5
1134,9,12427.42,0.0,1,,56.45149992,1248.0,88.0,5.0,10784.07
721,7,37911.087452,1.0,1,,42.33862494,1197.0,81.0,5.0,7189.38
1411,6,54344.486289,1.0,1,,32.93004162,1390.0,85.0,5.0,3295.13
1531,10,43806.6555,1.0,1,,35.28218745,1193.0,64.0,5.0,1797.34
43,4,39831.745213,0.0,0,,35.28218745,1968.0,174.0,5.0,23844.78
1437,9,47224.196,1.0,0,,32.93004162,1798.0,177.0,5.0,11982.3
1651,4,64622.584,0.0,1,,54.09935409,1364.0,67.0,5.0,3594.69
1070,8,26098.203371,1.0,1,,37.63433328,,,,2528.27
1180,7,23142.962895,1.0,0,,32.93004162,1595.0,120.0,5.0,14330.83
356,8,27961.695,0.0,1,,63.50793741,1498.0,98.0,5.0,3894.25
603,6,73220.494527,0.0,1,,51.74720826,1582.0,126.0,5.0,5691.59
1379,9,18641.13,0.0,1,,47.0429166,1461.0,83.0,5.0,7129.47
512,4,16812.435147,1.0,1,,35.28218745,1591.0,121.0,5.0,9765.57
1135,9,5281.6535,1.0,0,,47.0429166,998.0,67.0,5.0,5056.53
1269,8,18951.8155,1.0,0,,25.87360413,1796.0,186.0,5.0,12581.42
38,4,34796.776,0.0,0,,25.87360413,2967.0,246.0,5.0,53920.35
664,10,27340.324,1.0,1,,44.69077077,1086.0,68.0,5.0,3474.87
1460,9,6524.3955,1.0,0,,32.93004162,1598.0,103.0,5.0,10664.25
1488,5,16155.646,1.0,0,,32.93004162,1798.0,177.0,5.0,31153.98
708,3,15637.422586,1.0,1,,39.98647911,1197.0,81.0,5.0,9849.45
370,8,39767.744,0.0,1,,58.80364575,1498.0,98.0,5.0,4193.8
1141,2,37903.631,1.0,1,,42.33862494,998.0,67.0,5.0,1497.79
876,5,66486.697,0.0,1,,49.39506243,1461.0,65.0,5.0,4433.45
1265,3,18119.799731,0.0,0,,44.69077077,2143.0,167.0,5.0,47222.24
1149,8,19883.872,1.0,1,,51.74720826,998.0,67.0,5.0,3175.31
1350,3,28690.563183000002,0.0,1,,44.69077077,1461.0,108.0,5.0,10688.21
1290,7,16358.834317,1.0,0,,37.63433328,1998.0,189.0,4.0,42740.86
316,1,43766.887756000004,0.0,1,,0.0,1498.0,99.0,,4313.63
1506,6,124274.2,0.0,1,,39.98647911,1396.0,53.0,5.0,1018.5
169,7,37787.434623,1.0,1,,42.33862494,1199.0,76.0,5.0,3978.12
1751,9,27961.695,0.0,1,,51.74720826,1199.0,73.0,5.0,4313.63
1122,5,39767.744,0.0,1,,51.74720826,1248.0,74.0,5.0,8147.96
318,8,25652.680364,0.0,1,,47.0429166,1399.0,68.0,5.0,2995.58
1708,7,8801.720215,0.0,0,,25.87360413,2755.0,171.0,7.0,23533.24
571,9,41631.857,0.0,0,,25.87360413,2199.0,194.0,7.0,8387.61
450,8,20239.296212,1.0,1,,39.98647911,1497.0,117.0,5.0,4637.15
683,7,9295.71016,1.0,1,,42.33862494,1197.0,81.0,5.0,7512.9
1265,7,34784.34858,0.0,0,,44.69077077,2143.0,167.0,5.0,21711.93
166,9,45981.454,0.0,1,,58.80364575,936.0,57.0,5.0,3175.31
733,7,35323.077237,0.0,1,,51.74720826,1396.0,88.0,5.0,8627.26
1697,3,75418.283754,0.0,1,,28.22574996,2494.0,100.0,7.0,17134.69
1014,2,32311.292,0.0,1,,47.0429166,1248.0,88.0,7.0,8267.79
1690,9,73321.778,0.0,1,,28.22574996,2494.0,102.0,7.0,12880.97
441,7,21073.797465,1.0,1,,39.98647911,1497.0,117.0,5.0,9693.68
134,0,50953.664742,0.0,0,,39.98647911,1995.0,184.0,5.0,22167.26
557,9,20505.243,0.0,1,,56.45149992,1120.0,70.0,5.0,5691.59
973,2,21126.614,0.0,1,,65.86008324,1248.0,88.0,5.0,10125.04
1472,8,34175.405,0.0,1,,47.0429166,1598.0,103.0,5.0,4193.8
491,7,99753.657598,0.0,1,,30.57789579,1493.0,82.0,5.0,2156.81
1754,6,37282.26,0.0,1,,44.69077077,1498.0,103.0,5.0,4433.45
467,3,30804.467325,1.0,1,,42.33862494,1199.0,88.0,5.0,8591.31
660,6,51573.793,1.0,1,,44.69077077,1086.0,68.0,5.0,2096.9
586,7,31904.915366,0.0,0,,37.63433328,1995.0,183.0,5.0,26349.08
1706,10,26718.953,0.0,1,,30.57789579,2393.0,147.0,7.0,22346.99
1035,6,21747.985,1.0,1,,44.69077077,796.0,35.0,5.0,2216.73
1117,3,17318.852512,1.0,1,,47.0429166,1197.0,81.0,5.0,7129.47
563,9,10261.320694,1.0,1,,42.33862494,1197.0,82.0,5.0,4493.36
1109,10,74564.52,0.0,1,,51.74720826,1248.0,74.0,5.0,4493.36
619,5,89026.930025,0.0,1,,51.74720826,1582.0,126.0,5.0,3115.4
684,9,32311.292,1.0,1,,39.98647911,1197.0,80.0,5.0,3355.04
1234,3,18528.661849,0.0,0,,25.87360413,2987.0,254.0,5.0,73439.52
1260,1,35418.147,0.0,1,,35.28218745,2148.0,170.0,5.0,21568.14
1047,5,54991.3335,0.0,1,,54.09935409,1248.0,73.0,5.0,5212.3
501,1,17398.388,0.0,1,,44.69077077,1582.0,126.0,5.0,16475.66
915,10,41631.857,1.0,1,,44.69077077,998.0,66.0,5.0,2396.46
1366,4,16155.646,0.0,1,,44.69077077,1461.0,108.0,5.0,11982.3
211,4,74564.52,0.0,1,,39.98647911,1248.0,76.0,5.0,1977.08
144,3,32300.107322,0.0,0,,37.63433328,2993.0,258.0,5.0,54842.99
672,1,22369.356,1.0,1,,47.0429166,1197.0,78.0,5.0,3894.25
1681,10,29204.437,0.0,1,,28.22574996,2494.0,102.0,7.0,15337.34
1174,9,37282.26,1.0,1,,39.98647911,993.0,60.0,5.0,659.03
1109,5,19278.035275000002,0.0,1,,65.86008324,1248.0,74.0,5.0,8567.34
856,10,65243.955,0.0,1,,28.22574996,2179.0,120.0,8.0,8387.61
1594,10,75745.1249,0.0,1,,51.74720826,1248.0,74.0,5.0,4493.36
232,9,14102.014845,1.0,1,,42.33862494,999.0,123.0,5.0,10184.96
1093,6,45360.083,0.0,1,,54.09935409,1248.0,74.0,5.0,5212.3
919,7,20024.923217,1.0,1,,51.74720826,796.0,47.0,5.0,3906.23
410,6,34175.405,1.0,1,,39.98647911,1497.0,118.0,5.0,5044.55
58,7,7013.414477,0.0,0,,28.22574996,2967.0,241.0,7.0,84307.46
1415,9,29825.808,0.0,0,,39.98647911,1896.0,105.0,5.0,3534.78
607,7,33745.416268,1.0,1,,39.98647911,1591.0,121.0,5.0,5128.42
411,6,48741.583982000004,1.0,0,,37.63433328,1497.0,118.0,5.0,4277.68
731,8,28583.066,0.0,1,,49.39506243,1396.0,88.0,5.0,3726.5
734,3,27993.384921,1.0,0,,35.28218745,1396.0,98.0,5.0,7141.45
1776,5,42874.599,0.0,1,,47.0429166,1598.0,103.0,5.0,5631.68
442,0,30447.179,1.0,1,,39.98647911,1497.0,117.0,5.0,8267.79
1594,10,27961.695,0.0,1,,51.74720826,1248.0,74.0,5.0,6290.71
94,10,39767.744,0.0,0,,42.33862494,1995.0,177.0,5.0,33550.44
1145,4,37282.26,1.0,1,,42.33862494,1061.0,67.0,5.0,1617.61
479,4,38635.606038,1.0,1,,42.33862494,1199.0,88.0,5.0,5811.42
1729,3,36043.246226,0.0,1,,35.28218745,1896.0,105.0,5.0,8028.14
667,5,45981.454,1.0,1,,47.0429166,1197.0,78.0,5.0,3714.51
1258,7,48324.644041,0.0,0,,44.69077077,2143.0,170.0,5.0,22335.01
668,10,28132.572025,1.0,1,,47.0429166,1197.0,78.0,5.0,3355.04
1706,2,29825.808,0.0,1,,30.57789579,2393.0,147.0,7.0,24264.16
28,7,19667.634892000002,0.0,0,,39.98647911,1968.0,174.0,5.0,32088.6
1692,5,67729.439,0.0,1,,28.22574996,2494.0,100.0,7.0,9897.38
1762,9,19870.201838,1.0,1,,37.63433328,1198.0,73.0,5.0,4661.11
923,5,43495.97,1.0,1,,47.0429166,998.0,67.0,5.0,2516.28
448,9,9320.565,1.0,0,,42.33862494,1497.0,117.0,5.0,15205.54
1526,3,36746.638198,0.0,1,,39.98647911,1405.0,70.0,5.0,3091.43
27,7,38354.746346,0.0,0,,39.98647911,1968.0,174.0,5.0,24887.24
1223,4,29825.808,0.0,0,,39.98647911,2143.0,136.0,5.0,24276.14
962,5,48351.984365000004,1.0,0,,54.09935409,998.0,67.0,5.0,5092.48
1233,5,18019.759000000002,0.0,0,,39.98647911,2143.0,201.0,5.0,68299.11
788,4,27340.324,0.0,0,,28.22574996,2179.0,187.0,5.0,52722.12
1777,5,67497.046246,0.0,1,,47.0429166,1598.0,103.0,5.0,4373.54
1032,5,44608.845461,1.0,1,,32.93004162,796.0,35.0,5.0,2456.37
380,7,57123.257401,1.0,1,,42.33862494,1198.0,86.0,5.0,3750.46
1576,5,98176.618,0.0,1,,32.93004162,2956.0,83.0,7.0,1797.34
1513,10,56658.471893,0.0,1,,42.33862494,1248.0,75.0,5.0,3414.96
1142,4,40389.115,1.0,1,,42.33862494,998.0,67.0,5.0,3175.31
891,5,54946.594788,0.0,1,,37.63433328,2179.0,140.0,7.0,12701.24
1525,10,85749.198,0.0,1,,39.98647911,1396.0,70.0,5.0,1497.79
1011,9,11184.678,1.0,1,,37.63433328,1373.0,93.0,7.0,9885.4
338,9,37282.26,1.0,0,,25.87360413,2354.0,177.0,5.0,5332.12
1087,8,29825.808,0.0,1,,44.69077077,1248.0,73.0,5.0,4433.45
294,5,99419.36,0.0,1,,39.98647911,1399.0,68.0,5.0,3355.04
424,8,24854.84,1.0,1,,39.98647911,1497.0,78.0,5.0,2156.81
27,7,31997.499645,0.0,0,,39.98647911,1968.0,174.0,5.0,26301.15
118,9,18641.13,0.0,0,,21.16931247,2993.0,313.0,4.0,58713.27
65,3,60540.176530000004,0.0,0,,32.93004162,2967.0,245.0,7.0,75093.07
692,10,51573.793,0.0,1,,54.09935409,1396.0,90.0,5.0,6590.26
676,1,22990.727,1.0,0,,37.63433328,1197.0,78.0,5.0,3534.78
465,7,17710.937613000002,1.0,0,,44.69077077,1199.0,88.0,5.0,8219.86
1110,5,47532.396016,0.0,1,,58.80364575,1248.0,74.0,5.0,7369.11
718,10,49182.757392,1.0,1,,42.33862494,1197.0,82.0,5.0,3954.16
1759,8,19883.872,1.0,1,,37.63433328,1198.0,73.0,5.0,3055.49
930,0,21747.985,1.0,1,,44.69077077,796.0,46.0,5.0,1797.34
1634,2,65243.955,1.0,0,,25.87360413,1794.0,125.0,5.0,2995.58
930,2,34796.776,1.0,1,,44.69077077,796.0,46.0,5.0,1677.52
1546,10,45360.083,0.0,1,,49.39506243,1248.0,88.0,5.0,4073.98
930,10,23612.098,1.0,1,,44.69077077,796.0,46.0,5.0,2696.02
1435,8,481562.525,0.0,0,,44.69077077,1968.0,141.0,5.0,8986.72
1634,8,49709.68,1.0,0,,25.87360413,1794.0,125.0,5.0,3355.04
721,3,15517.497983,1.0,1,,42.33862494,1197.0,81.0,5.0,9178.44
1127,2,27961.695,0.0,1,,56.45149992,1248.0,88.0,5.0,8567.34
414,4,54326.46653,1.0,1,,39.98647911,1497.0,118.0,5.0,4193.8
1512,5,83228.917224,0.0,1,,42.33862494,1248.0,75.0,5.0,4193.8
359,8,35418.147,0.0,1,,58.80364575,1498.0,98.0,5.0,4133.89
516,3,17338.736384,1.0,1,,49.39506243,814.0,55.0,5.0,4253.72
92,7,19086.653007,0.0,0,,49.39506243,1995.0,190.0,5.0,31142.0
603,1,49709.68,0.0,1,,51.74720826,1582.0,126.0,5.0,6290.71
1544,0,29393.333784,0.0,1,,49.39506243,1248.0,88.0,5.0,3474.87
1441,6,62137.1,1.0,0,,32.93004162,1984.0,227.0,5.0,2456.37
